ACCNTNUM,ACCNTNAME,ACCNTSTATE,USERDEF2,USERTXT1,USERTXT2,POLICYNUM,LOBNAME,INCEPTDATE,EXPIREDATE,UNDCOVAMT,UNDCOVCUR,PARTOF,PARTOFCUR,POLICYTYPE,POLICYSTRUCTURE,MINDEDAMT,MINDEDCUR,MAXDEDAMT,MAXDEDCUR,BLANDEDAMT,BLANDEDCUR,BLANLIMAMT,BLANLIMCUR,DEDTYPE,COVBASE,LIMITGU,BLANPREAMT,BLANPRECUR,BILIFELINE
,,0,RES,,,1,,1/1/2014,12/31/2014,0,USD,1,USD,1,1,0,USD,0,USD,0,USD,0,USD,0,0,0,0,USD,0
