ACCNTNUM,LOCNUM,ADDRESSNUM,STREETNAME,LATITUDE,LONGITUDE,CITY,POSTALCODE,CNTRYSCHEME,COUNTRY,BLDGSCHEME,BLDGCLASS,OCCSCHEME,OCCTYPE,WSSITEDED,WSCV1LIMIT,WSCV1VAL,WSCV2LIMIT,WSCV2VAL,WSCV3LIMIT,WSCV3VAL,EQSITEDED,EQCV1LIMIT,EQCV1VAL,EQCV2LIMIT,EQCV2VAL,EQCV3LIMIT,EQCV3VAL
,1,,,,,,,ISO2A,,RMS,0,ATC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,
